"detailid","tarih","marka","seri","model","yil","yakit","vites","hacim","guc","kilometre","takas","kimden","fiyat"
"4205","04 Kasım 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.125","Takasa Uygun Değil","Sahibinden","0.0975"
"4206","04 Kasım 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.197","Takasa Uygun","Sahibinden","0.067"
"4207","04 Kasım 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.28","Takasa Uygun Değil","Sahibinden","0.043000000000000003"
"4208","04 Kasım 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2007","LPG &amp; Benzin","D&#252;z","1598 cc","115 hp","0.2","Takasa Uygun Değil","Sahibinden","0.0475"
"4209","03 Kasım 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.223","Takasa Uygun","Sahibinden","0.088"
"4210","03 Kasım 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.181","Takasa Uygun Değil","Sahibinden","0.0465"
"4211","03 Kasım 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.215","Takasa Uygun","Sahibinden","0.058"
"4212","03 Kasım 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.096","Takasa Uygun Değil","Sahibinden","0.10500000000000001"
"4214","03 Kasım 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.134","Takasa Uygun Değil","Sahibinden","0.092"
"4215","03 Kasım 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.177","Takasa Uygun","Sahibinden","0.093"
"4216","03 Kasım 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2011","Dizel","D&#252;z","1598 cc","105 hp","0.116","Takasa Uygun","Sahibinden","0.0805"
"4217","03 Kasım 2019","Volkswagen","Jetta","1.6 GL","0.1984","Dizel","D&#252;z","1588 cc","70 hp","0.415","Takasa Uygun Değil","Sahibinden","0.0135"
"4218","02 Kasım 2019","Volkswagen","Jetta","1.6 TDi Exclusive","0.201","Dizel","Yarı Otomatik","1598 cc","105 hp","0.22","Takasa Uygun","Sahibinden","0.055"
"4219","02 Kasım 2019","Volkswagen","Jetta","1.6 FSi Midline","0.2007","Benzin","D&#252;z","1598 cc","115 hp","0.217","Takasa Uygun Değil","Sahibinden","0.0415"
"4220","02 Kasım 2019","Volkswagen","Jetta","1.9 TDi Midline","0.2009","Dizel","Yarı Otomatik","1896 cc","105 hp","0.2","Takasa Uygun Değil","Sahibinden","0.058"
"4221","02 Kasım 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.103","Takasa Uygun Değil","Sahibinden","0.10450000000000001"
"4222","02 Kasım 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","Yarı Otomatik","1598 cc","105 hp","0.225","Takasa Uygun","Sahibinden","0.0655"
"4223","02 Kasım 2019","Volkswagen","Jetta","1.6 FSi Midline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.202","Takasa Uygun","Sahibinden","0.043250000000000004"
"4224","02 Kasım 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.179","Takasa Uygun","Sahibinden","0.0849"
"4225","02 Kasım 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2007","Benzin","D&#252;z","1598 cc","115 hp","0.21969999999999998","Takasa Uygun Değil","Sahibinden","0.05025"
"4226","02 Kasım 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.202","Takasa Uygun","Sahibinden","0.07150000000000001"
"4227","02 Kasım 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.173","Takasa Uygun Değil","Sahibinden","0.077"
"4228","02 Kasım 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.072","Takasa Uygun Değil","Sahibinden","0.1"
"4229","02 Kasım 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.12211000000000001","Takasa Uygun Değil","Sahibinden","0.10520000000000002"
"4230","01 Kasım 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2016","Benzin","Yarı Otomatik","1197 cc","105 hp","0.109","Takasa Uygun","Galeriden","0.10500000000000001"
"4231","01 Kasım 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.111","Takasa Uygun","Galeriden","0.09375"
"4232","01 Kasım 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2007","Benzin","D&#252;z","1598 cc","115 hp","0.22","Takasa Uygun Değil","Sahibinden","0.048"
"4234","01 Kasım 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2011","Benzin","D&#252;z","1197 cc","105 hp","0.197","Takasa Uygun","Sahibinden","0.066"
"4235","01 Kasım 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.239","Takasa Uygun","Sahibinden","0.082"
"4236","01 Kasım 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2015","Benzin","Yarı Otomatik","1197 cc","105 hp","0.081","Takasa Uygun Değil","Sahibinden","0.114"
"4237","01 Kasım 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.12","Takasa Uygun Değil","Sahibinden","0.10375"
"4238","01 Kasım 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.156","Takasa Uygun","Sahibinden","0.102"
"4239","01 Kasım 2019","Volkswagen","Jetta","1.6 Comfortline","0.2006","Benzin","Otomatik","1595 cc","102 hp","0.255","Takasa Uygun","Sahibinden","0.045000000000000005"
"4240","01 Kasım 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2016","Benzin","D&#252;z","1197 cc","105 hp","0.087392","Takasa Uygun Değil","Sahibinden","0.0785"
"4241","01 Kasım 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2013","Benzin","D&#252;z","1197 cc","105 hp","0.08848","Takasa Uygun Değil","Sahibinden","0.0825"
"4242","01 Kasım 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2013","Benzin","D&#252;z","1197 cc","105 hp","0.12525000000000003","Takasa Uygun Değil","Sahibinden","0.07490000000000001"
"4243","01 Kasım 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.074","Takasa Uygun Değil","Sahibinden","0.095"
"4244","01 Kasım 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.077","Takasa Uygun Değil","Sahibinden","0.102"
"4245","01 Kasım 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2013","Benzin","Yarı Otomatik","1197 cc","105 hp","0.097","Takasa Uygun Değil","Sahibinden","0.08"
"4246","01 Kasım 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.201","Dizel","Yarı Otomatik","1598 cc","105 hp","0.159","Takasa Uygun","Sahibinden","0.062"
"4247","01 Kasım 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.278","Takasa Uygun Değil","Sahibinden","0.06774999999999999"
"4248","01 Kasım 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.129","Takasa Uygun","Galeriden","0.1055"
"4249","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.138","Takasa Uygun","Galeriden","0.0599"
"4250","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.11","Takasa Uygun Değil","Galeriden","0.085"
"4251","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.087","Takasa Uygun Değil","Sahibinden","0.122"
"4252","31 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2015","Benzin","D&#252;z","1390 cc","122 hp","0.042","Takasa Uygun Değil","Sahibinden","0.091"
"4253","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.23","Takasa Uygun","Sahibinden","0.085"
"4254","31 Ekim 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2017","Benzin","D&#252;z","1197 cc","105 hp","0.014","Takasa Uygun Değil","Sahibinden","0.10500000000000001"
"4255","31 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2008","Benzin","D&#252;z","1390 cc","140 hp","0.135","Takasa Uygun Değil","Sahibinden","0.060000000000000005"
"4256","31 Ekim 2019","Volkswagen","Jetta","1.6 Tour","0.2009","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.245","Takasa Uygun","Sahibinden","0.05275"
"4257","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.141","Takasa Uygun","Sahibinden","0.061900000000000004"
"4258","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.14","Takasa Uygun Değil","Sahibinden","0.10500000000000001"
"4259","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.13","Takasa Uygun Değil","Sahibinden","0.098"
"4260","31 Ekim 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.195","Takasa Uygun","Sahibinden","0.0448"
"4261","31 Ekim 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2014","Benzin","D&#252;z","1200 cm3&#39; e kadar","101 - 125 HP","0.07825","Takasa Uygun","Sahibinden","0.0925"
"4262","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.197","Takasa Uygun Değil","Sahibinden","0.083"
"4263","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.086","Takasa Uygun Değil","Sahibinden","0.1035"
"4264","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.116","Takasa Uygun Değil","Sahibinden","0.095"
"4265","31 Ekim 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.192","Takasa Uygun Değil","Sahibinden","0.052"
"4266","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.165","Takasa Uygun Değil","Sahibinden","0.06999999999999999"
"4267","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.103","Takasa Uygun Değil","Sahibinden","0.085"
"4268","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.048","Takasa Uygun Değil","Sahibinden","0.11900000000000001"
"4269","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.118","Takasa Uygun Değil","Sahibinden","0.08"
"4270","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.155","Takasa Uygun Değil","Sahibinden","0.0875"
"4271","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.094","Takasa Uygun Değil","Sahibinden","0.1175"
"4272","31 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","D&#252;z","1395 cc","125 hp","0.054","Takasa Uygun","Sahibinden","0.10775"
"4273","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.075","Takasa Uygun Değil","Sahibinden","0.095"
"4274","31 Ekim 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.167","Takasa Uygun Değil","Sahibinden","0.0795"
"4275","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.12","Takasa Uygun Değil","Sahibinden","0.089"
"4276","31 Ekim 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.127","Takasa Uygun","Sahibinden","0.06999999999999999"
"4277","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","Otomatik","1401 - 1600 cm3","101 - 125 HP","0.21","Takasa Uygun Değil","Sahibinden","0.0531"
"4278","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Exclusive","0.201","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.21109999999999998","Takasa Uygun Değil","Sahibinden","0.056"
"4279","31 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","D&#252;z","1598 cc","105 hp","0.064","Takasa Uygun","Sahibinden","0.103"
"4280","30 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.199","Takasa Uygun Değil","Sahibinden","0.075"
"4281","30 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2015","Benzin","Yarı Otomatik","1390 cc","122 hp","0.055","Takasa Uygun Değil","Sahibinden","0.107"
"4283","30 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.092","Takasa Uygun Değil","Sahibinden","0.0965"
"4284","30 Ekim 2019","Volkswagen","Jetta","1.6 TDi Exclusive","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.19999899999999998","Takasa Uygun Değil","Sahibinden","0.0775"
"4285","30 Ekim 2019","Volkswagen","Jetta","1.4 TSi Exclusive","0.201","Benzin","D&#252;z","1390 cc","122 hp","0.144","Takasa Uygun Değil","Galeriden","0.0479"
"4286","30 Ekim 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.133","Takasa Uygun Değil","Sahibinden","0.0719"
"4287","30 Ekim 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2017","Benzin","Yarı Otomatik","1197 cc","105 hp","0.0175","Takasa Uygun Değil","Sahibinden","0.106"
"4288","30 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.048","Takasa Uygun Değil","Sahibinden","0.12000000000000001"
"4289","30 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.201","Benzin","Yarı Otomatik","1390 cc","160 hp","0.163","Takasa Uygun","Galeriden","0.0655"
"4290","30 Ekim 2019","Volkswagen","Jetta","1.6 Midline","0.2009","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.2248","Takasa Uygun Değil","Sahibinden","0.0535"
"4291","30 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2015","Benzin","D&#252;z","1395 cc","125 hp","0.089","Takasa Uygun Değil","Sahibinden","0.11"
"4292","29 Ekim 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","LPG &amp; Benzin","D&#252;z","1598 cc","115 hp","0.14","Takasa Uygun","Sahibinden","0.05775"
"4293","29 Ekim 2019","Volkswagen","Jetta","1.6 Primeline","0.2008","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.564","Takasa Uygun","Sahibinden","0.03875"
"4294","29 Ekim 2019","Volkswagen","Jetta","1.4 TSi Trendline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.092","Takasa Uygun Değil","Sahibinden","0.071999"
"4295","29 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.096","Takasa Uygun Değil","Sahibinden","0.10500000000000001"
"4296","29 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.179","Takasa Uygun Değil","Sahibinden","0.085"
"4297","29 Ekim 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2012","LPG &amp; Benzin","Yarı Otomatik","1197 cc","105 hp","0.124","Takasa Uygun Değil","Sahibinden","0.079"
"4298","29 Ekim 2019","Volkswagen","Jetta","1.6 Primeline","0.201","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.227","Takasa Uygun Değil","Sahibinden","0.059500000000000004"
"4299","29 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.149","Takasa Uygun Değil","Sahibinden","0.11175"
"4300","29 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.078","Takasa Uygun Değil","Sahibinden","0.10500000000000001"
"4301","29 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2017","Benzin","Yarı Otomatik","1395 cc","125 hp","0.022","Takasa Uygun Değil","Sahibinden","0.098"
"4302","29 Ekim 2019","Volkswagen","Jetta","1.4 TSi Trendline","0.2012","LPG &amp; Benzin","D&#252;z","1390 cc","122 hp","0.205","Takasa Uygun","Sahibinden","0.067"
"4303","29 Ekim 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.221","Takasa Uygun","Sahibinden","0.057"
"4304","28 Ekim 2019","Volkswagen","Jetta","1.6 Midline","0.201","Benzin","Yarı Otomatik","1401 - 1600 cm3","76 - 100 HP","0.19914199999999999","Takasa Uygun","Galeriden","0.055"
"4305","28 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.129","Takasa Uygun","Sahibinden","0.06975"
"4306","28 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.22","Takasa Uygun Değil","Sahibinden","0.079"
"4307","28 Ekim 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.142","Takasa Uygun Değil","Sahibinden","0.067"
"4308","28 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2017","Benzin","D&#252;z","1395 cc","125 hp","0.021","Takasa Uygun","Sahibinden","0.11900000000000001"
"4309","28 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1601 - 1800 cm3","101 - 125 HP","0.093","Takasa Uygun Değil","Sahibinden","0.114"
"4310","28 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.17","Takasa Uygun Değil","Sahibinden","0.0925"
"4311","28 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.111","Takasa Uygun Değil","Sahibinden","0.087"
"4312","28 Ekim 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.0535","Takasa Uygun Değil","Sahibinden","0.0785"
"4313","28 Ekim 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.104","Takasa Uygun Değil","Sahibinden","0.08399999999999999"
"4314","28 Ekim 2019","Volkswagen","Jetta","1.6 Comfortline","0.201","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.1045","Takasa Uygun Değil","Sahibinden","0.0725"
"4315","28 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2008","Benzin","D&#252;z","1390 cc","122 hp","0.217","Takasa Uygun","Sahibinden","0.05175"
"4316","28 Ekim 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.2011","Dizel","D&#252;z","1598 cc","90 hp","0.25099999999999995","Takasa Uygun Değil","Sahibinden","0.061"
"4317","28 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.122","Takasa Uygun Değil","Sahibinden","0.08449999999999999"
"4318","27 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.053","Takasa Uygun","Sahibinden","0.1125"
"4319","27 Ekim 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2012","LPG &amp; Benzin","D&#252;z","1390 cc","122 hp","0.15","Takasa Uygun","Sahibinden","0.085"
"4320","27 Ekim 2019","Volkswagen","Jetta","1.6 Primeline","0.2008","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.185","Takasa Uygun Değil","Sahibinden","0.057"
"4321","27 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.125","Takasa Uygun Değil","Sahibinden","0.1005"
"4322","27 Ekim 2019","Volkswagen","Jetta","1.6 Comfortline","0.2007","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.245","Takasa Uygun Değil","Sahibinden","0.058499999999999996"
"4323","27 Ekim 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.138","Takasa Uygun Değil","Sahibinden","0.07540000000000001"
"4324","27 Ekim 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2016","Benzin","Yarı Otomatik","1197 cc","105 hp","0.081","Takasa Uygun Değil","Sahibinden","0.088"
"4325","27 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.209","Takasa Uygun","Sahibinden","0.0805"
"4326","26 Ekim 2019","Volkswagen","Jetta","1.6 Primeline","0.2008","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.22","Takasa Uygun","Sahibinden","0.05475"
"4327","26 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2008","Benzin","Yarı Otomatik","1390 cc","140 hp","0.16069999999999998","Takasa Uygun Değil","Sahibinden","0.060000000000000005"
"4328","26 Ekim 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.216","Takasa Uygun","Sahibinden","0.0365"
"4329","26 Ekim 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","Yarı Otomatik","1598 cc","105 hp","0.205","Takasa Uygun Değil","Sahibinden","0.052500000000000005"
"4330","26 Ekim 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2007","Benzin","D&#252;z","1598 cc","115 hp","0.195","Takasa Uygun","Galeriden","0.049499999999999995"
"4331","26 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.063","Takasa Uygun Değil","Sahibinden","0.115"
"4332","26 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.136","Takasa Uygun","Galeriden","0.0945"
"4333","25 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.162","Takasa Uygun Değil","Sahibinden","0.089"
"4334","25 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.178","Takasa Uygun Değil","Sahibinden","0.083"
"4335","25 Ekim 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2013","Benzin","Yarı Otomatik","1197 cc","105 hp","0.082","Takasa Uygun","Sahibinden","0.0925"
"4336","25 Ekim 2019","Volkswagen","Jetta","1.6 Primeline","0.201","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.104","Takasa Uygun","Sahibinden","0.060000000000000005"
"4337","25 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.133","Takasa Uygun","Sahibinden","0.08449999999999999"
"4338","25 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Highline","0.2017","Benzin","Yarı Otomatik","1395 cc","125 hp","0.0625","Takasa Uygun Değil","Sahibinden","0.127"
"4339","25 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.17","Takasa Uygun Değil","Sahibinden","0.07075"
"4340","25 Ekim 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2014","Benzin","Yarı Otomatik","1197 cc","105 hp","0.028257","Takasa Uygun","Sahibinden","0.1"
"4341","25 Ekim 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2014","Benzin","D&#252;z","1201 - 1400 cm3","101 - 125 HP","0.054","Takasa Uygun Değil","Sahibinden","0.08600000000000001"
"4342","25 Ekim 2019","Volkswagen","Jetta","1.6 Midline","0.2007","Benzin","D&#252;z","1595 cc","102 hp","0.175","Takasa Uygun","Sahibinden","0.056"
"4343","25 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.087","Takasa Uygun","Sahibinden","0.111"
"4344","25 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.16","Takasa Uygun Değil","Sahibinden","0.08775000000000001"
"4345","25 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2014","Benzin","D&#252;z","1390 cc","122 hp","0.037","Takasa Uygun Değil","Sahibinden","0.10500000000000001"
"4346","25 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","D&#252;z","1395 cc","125 hp","0.05","Takasa Uygun Değil","Sahibinden","0.12000000000000001"
"4347","25 Ekim 2019","Volkswagen","Jetta","1.6 Comfortline","0.2008","Benzin","Otomatik","1595 cc","102 hp","0.197","Takasa Uygun Değil","Sahibinden","0.062"
"4348","25 Ekim 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2016","Benzin","D&#252;z","1197 cc","105 hp","0.076","Takasa Uygun Değil","Sahibinden","0.09575"
